countryname,country,goalname,goal,indicatorname,indicator,social_groupname,social_group,units,scale,frequency,date,value
Zambia,52,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2006-01-01,0.97
Zambia,52,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2007-01-01,1
Mauritius,33,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio national poverty line in (%),20265305,Total,20137105,,true,A,1996-01-01,1.7
Mauritius,33,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio national poverty line in (%),20265305,Total,20137105,,true,A,2001-01-01,1.8
Mauritius,33,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio national poverty line in (%),20265305,Total,20137105,,true,A,2006-01-01,1.9
Morocco,34,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,"Incidence, prevalence and death rates associated with tuberculosis per 100,000 population",20268805,Total,20137105,,true,A,1990-01-01,113
Morocco,34,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,"Incidence, prevalence and death rates associated with tuberculosis per 100,000 population",20268805,Total,20137105,,true,A,1995-01-01,118
Morocco,34,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,"Incidence, prevalence and death rates associated with tuberculosis per 100,000 population",20268805,Total,20137105,,true,A,1998-01-01,106
Morocco,34,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,"Incidence, prevalence and death rates associated with tuberculosis per 100,000 population",20268805,Total,20137105,,true,A,2006-01-01,81
Togo,49,Goal 8: Develop a global partnership for development,KN.1000070,Cellular subscribers Per 100 population,20270605,Total,20137105,,true,A,2002-01-01,3.5
Togo,49,Goal 8: Develop a global partnership for development,KN.1000070,Cellular subscribers Per 100 population,20270605,Total,20137105,,true,A,2007-01-01,22
Swaziland,47,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Proportion of children under 5 sleeping under insecticide treated bednets  (%),20268505,Women,20136705,,true,A,2007-01-01,0.5
Senegal,41,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Women,20136705,,true,A,2001-01-01,56
Senegal,41,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Women,20136705,,true,A,2006-01-01,38.7
Senegal,41,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Women,20136705,,true,A,2007-01-01,56.3
Senegal,41,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Women,20136705,,true,A,2008-01-01,56.9
Ghana,22,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Proportion of children under 5 with fever who are treated with appropriate antimalarial drugs (%),20268605,Women,20136705,,true,A,2003-01-01,63.5
Ghana,22,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Proportion of children under 5 with fever who are treated with appropriate antimalarial drugs (%),20268605,Women,20136705,,true,A,2008-01-01,42.1
Mauritania,32,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Proportion of pop below $1 PPP per day (%),20265005,Rural,20137005,,true,A,1996-01-01,65.5
Mauritania,32,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Proportion of pop below $1 PPP per day (%),20265005,Rural,20137005,,true,A,2000-01-01,61.2
Senegal,41,Goal 7: Ensure environmental sustainability,KN.1000060,"Carbon dioxide emissions, Thousand metric tons",20269305,Total,20137105,,true,A,1991-01-01,3183
Senegal,41,Goal 7: Ensure environmental sustainability,KN.1000060,"Carbon dioxide emissions, Thousand metric tons",20269305,Total,20137105,,true,A,2001-01-01,3938
Senegal,41,Goal 7: Ensure environmental sustainability,KN.1000060,"Carbon dioxide emissions, Thousand metric tons",20269305,Total,20137105,,true,A,2006-01-01,5577
Senegal,41,Goal 7: Ensure environmental sustainability,KN.1000060,"Carbon dioxide emissions, Thousand metric tons",20269305,Total,20137105,,true,A,2007-01-01,4261
"Congo, Dem. Rep.",12,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,1990-01-01,1.11
"Congo, Dem. Rep.",12,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,1991-01-01,1.11
"Congo, Dem. Rep.",12,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,1992-01-01,1.11
"Congo, Dem. Rep.",12,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,1993-01-01,1.08
"Congo, Dem. Rep.",12,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,1998-01-01,0.94
"Congo, Dem. Rep.",12,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,2001-01-01,0.87
"Congo, Dem. Rep.",12,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,2002-01-01,0.84
"Congo, Dem. Rep.",12,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,2003-01-01,1.35
"Congo, Dem. Rep.",12,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,2004-01-01,0.12
Central African Republic,9,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio national poverty line in (%),20265305,Total,20137105,,true,A,2003-01-01,28.3
Central African Republic,9,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio national poverty line in (%),20265305,Total,20137105,,true,A,2008-01-01,33
Rwanda,39,Goal 8: Develop a global partnership for development,KN.1000070,Net ODA to LDCs as a percentage of OECD/DAC donors' GNI (%),20270305,Total,20137105,,true,A,1990-01-01,11.19
Rwanda,39,Goal 8: Develop a global partnership for development,KN.1000070,Net ODA to LDCs as a percentage of OECD/DAC donors' GNI (%),20270305,Total,20137105,,true,A,2000-01-01,18.69
Rwanda,39,Goal 8: Develop a global partnership for development,KN.1000070,Net ODA to LDCs as a percentage of OECD/DAC donors' GNI (%),20270305,Total,20137105,,true,A,2001-01-01,11.19
Rwanda,39,Goal 8: Develop a global partnership for development,KN.1000070,Net ODA to LDCs as a percentage of OECD/DAC donors' GNI (%),20270305,Total,20137105,,true,A,2002-01-01,11.19
Rwanda,39,Goal 8: Develop a global partnership for development,KN.1000070,Net ODA to LDCs as a percentage of OECD/DAC donors' GNI (%),20270305,Total,20137105,,true,A,2003-01-01,11.19
Rwanda,39,Goal 8: Develop a global partnership for development,KN.1000070,Net ODA to LDCs as a percentage of OECD/DAC donors' GNI (%),20270305,Total,20137105,,true,A,2004-01-01,11.19
Rwanda,39,Goal 8: Develop a global partnership for development,KN.1000070,Net ODA to LDCs as a percentage of OECD/DAC donors' GNI (%),20270305,Total,20137105,,true,A,2005-01-01,24.38
Rwanda,39,Goal 8: Develop a global partnership for development,KN.1000070,Net ODA to LDCs as a percentage of OECD/DAC donors' GNI (%),20270305,Total,20137105,,true,A,2006-01-01,20.55
Rwanda,39,Goal 8: Develop a global partnership for development,KN.1000070,Net ODA to LDCs as a percentage of OECD/DAC donors' GNI (%),20270305,Total,20137105,,true,A,2007-01-01,21.55
Ethiopia,19,Goal 8: Develop a global partnership for development,KN.1000070,Internet users Per 100 population,20270705,Total,20137105,,true,A,1990-01-01,0
Ethiopia,19,Goal 8: Develop a global partnership for development,KN.1000070,Internet users Per 100 population,20270705,Total,20137105,,true,A,2000-01-01,0.01
Ethiopia,19,Goal 8: Develop a global partnership for development,KN.1000070,Internet users Per 100 population,20270705,Total,20137105,,true,A,2005-01-01,0.21
Ethiopia,19,Goal 8: Develop a global partnership for development,KN.1000070,Internet users Per 100 population,20270705,Total,20137105,,true,A,2006-01-01,0.3
Togo,49,Goal 7: Ensure environmental sustainability,KN.1000060,Carbon dioxide emissions per capita Metric tons,20269405,Total,20137105,,true,A,1990-01-01,0.19
Togo,49,Goal 7: Ensure environmental sustainability,KN.1000060,Carbon dioxide emissions per capita Metric tons,20269405,Total,20137105,,true,A,2003-01-01,0.38
Mauritania,32,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Share of poorest quintile in national consumption (%),20265405,Total,20137105,,true,A,1990-01-01,4.6
Mauritania,32,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Share of poorest quintile in national consumption (%),20265405,Total,20137105,,true,A,1996-01-01,5.4
Mauritania,32,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Share of poorest quintile in national consumption (%),20265405,Total,20137105,,true,A,2000-01-01,5
Mauritania,32,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Share of poorest quintile in national consumption (%),20265405,Total,20137105,,true,A,2004-01-01,6.7
Mauritania,32,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Share of poorest quintile in national consumption (%),20265405,Total,20137105,,true,A,2008-01-01,6.3
Central African Republic,9,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,2005-01-01,52.5
Central African Republic,9,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,2006-01-01,53.3
Central African Republic,9,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,2007-01-01,63
Rwanda,39,Goal 2: Achieve universal primary education,KN.1000010,"Literacy rate of 15-24 year-olds,  (%)",20266605,Men,20136605,,true,A,2000-01-01,78.5
Ghana,22,Goal 4: Reduce child mortality,KN.1000030,"Under-five mortality rate,Deaths per 1000 live births",20267205,Total,20137105,,true,A,1990-01-01,120
Ghana,22,Goal 4: Reduce child mortality,KN.1000030,"Under-five mortality rate,Deaths per 1000 live births",20267205,Total,20137105,,true,A,1998-01-01,108
Ghana,22,Goal 4: Reduce child mortality,KN.1000030,"Under-five mortality rate,Deaths per 1000 live births",20267205,Total,20137105,,true,A,2003-01-01,111
Ghana,22,Goal 4: Reduce child mortality,KN.1000030,"Under-five mortality rate,Deaths per 1000 live births",20267205,Total,20137105,,true,A,2008-01-01,80
Liberia,27,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio in (%),20265205,Urban,20136905,,true,A,2007-01-01,20.2
Swaziland,47,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Proportion of children under 5 with fever who are treated with appropriate antimalarial drugs (%),20268605,Men,20136605,,true,A,2007-01-01,0.6
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1991-01-01,57.1
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1992-01-01,56.7
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1993-01-01,55.9
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1994-01-01,54.9
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1995-01-01,53.8
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1996-01-01,52.6
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1997-01-01,51.3
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1998-01-01,50
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1999-01-01,48.6
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2000-01-01,47.2
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2001-01-01,46.1
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2002-01-01,44.9
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2003-01-01,43.8
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2004-01-01,42.9
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2005-01-01,41.6
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2006-01-01,40.7
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2007-01-01,39.1
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2008-01-01,38.1
Cameroon,7,Goal 7: Ensure environmental sustainability,KN.1000060,Consumption of ozone depleting substances ODP metric tons,20269605,Total,20137105,,true,A,1991-01-01,125.1
Cameroon,7,Goal 7: Ensure environmental sustainability,KN.1000060,Consumption of ozone depleting substances ODP metric tons,20269605,Total,20137105,,true,A,2001-01-01,408.9
Cameroon,7,Goal 7: Ensure environmental sustainability,KN.1000060,Consumption of ozone depleting substances ODP metric tons,20269605,Total,20137105,,true,A,2007-01-01,141
Cameroon,7,Goal 7: Ensure environmental sustainability,KN.1000060,Consumption of ozone depleting substances ODP metric tons,20269605,Total,20137105,,true,A,2008-01-01,128.7
Chad,10,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in tertiary education,20266905,Total,20137105,,true,A,1999-01-01,0.16
Chad,10,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in tertiary education,20266905,Total,20137105,,true,A,2000-01-01,0.17
Chad,10,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in tertiary education,20266905,Total,20137105,,true,A,2001-01-01,0.17
Chad,10,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in tertiary education,20266905,Total,20137105,,true,A,2002-01-01,0.11
Chad,10,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in tertiary education,20266905,Total,20137105,,true,A,2003-01-01,0.06
Chad,10,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in tertiary education,20266905,Total,20137105,,true,A,2004-01-01,0.07
Chad,10,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in tertiary education,20266905,Total,20137105,,true,A,2005-01-01,0.08
Chad,10,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in tertiary education,20266905,Total,20137105,,true,A,2006-01-01,0.12
Chad,10,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in tertiary education,20266905,Total,20137105,,true,A,2007-01-01,0.15
Chad,10,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in tertiary education,20266905,Total,20137105,,true,A,2008-01-01,0.17
Swaziland,47,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Tuberculosis detection rate under DOTS (%),20268905,Total,20137105,,true,A,2001-01-01,35
Swaziland,47,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Tuberculosis detection rate under DOTS (%),20268905,Total,20137105,,true,A,2002-01-01,36
Swaziland,47,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Tuberculosis detection rate under DOTS (%),20268905,Total,20137105,,true,A,2003-01-01,41
Swaziland,47,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Tuberculosis detection rate under DOTS (%),20268905,Total,20137105,,true,A,2004-01-01,46
Swaziland,47,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Tuberculosis detection rate under DOTS (%),20268905,Total,20137105,,true,A,2005-01-01,52
Swaziland,47,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Tuberculosis detection rate under DOTS (%),20268905,Total,20137105,,true,A,2006-01-01,55
Swaziland,47,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Tuberculosis detection rate under DOTS (%),20268905,Total,20137105,,true,A,2007-01-01,58
Swaziland,47,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Tuberculosis detection rate under DOTS (%),20268905,Total,20137105,,true,A,2008-01-01,76
Morocco,34,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Proportion of pop below $1 PPP per day (%),20265005,Rural,20137005,,true,A,1991-01-01,18
Morocco,34,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Proportion of pop below $1 PPP per day (%),20265005,Rural,20137005,,true,A,1999-01-01,27.2
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,1999-01-01,90
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2000-01-01,88
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2001-01-01,88
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2002-01-01,88
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2003-01-01,88
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2005-01-01,90
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2006-01-01,91.3
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Rural,20137005,,true,A,1991-01-01,25
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Rural,20137005,,true,A,1992-01-01,29
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Rural,20137005,,true,A,1993-01-01,28
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Rural,20137005,,true,A,1996-01-01,28
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Rural,20137005,,true,A,1998-01-01,26
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Rural,20137005,,true,A,2001-01-01,30.3
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Rural,20137005,,true,A,2002-01-01,25
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Rural,20137005,,true,A,2004-01-01,22
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Rural,20137005,,true,A,2006-01-01,21.4
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Rural,20137005,,true,A,2007-01-01,20.4
Mali,31,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Proportion of employed people living below $1 (PPP) per day,20265805,Total,20137105,,true,A,2006-01-01,51.4
Zambia,52,Goal 8: Develop a global partnership for development,KN.1000070,Debt service as percentage of exports of goods and services and net income from abroad,20270405,Total,20137105,,true,A,1990-01-01,14.5
Zambia,52,Goal 8: Develop a global partnership for development,KN.1000070,Debt service as percentage of exports of goods and services and net income from abroad,20270405,Total,20137105,,true,A,2000-01-01,15.7
Zambia,52,Goal 8: Develop a global partnership for development,KN.1000070,Debt service as percentage of exports of goods and services and net income from abroad,20270405,Total,20137105,,true,A,2001-01-01,14.5
Zambia,52,Goal 8: Develop a global partnership for development,KN.1000070,Debt service as percentage of exports of goods and services and net income from abroad,20270405,Total,20137105,,true,A,2002-01-01,14.5
Zambia,52,Goal 8: Develop a global partnership for development,KN.1000070,Debt service as percentage of exports of goods and services and net income from abroad,20270405,Total,20137105,,true,A,2003-01-01,14.5
Zambia,52,Goal 8: Develop a global partnership for development,KN.1000070,Debt service as percentage of exports of goods and services and net income from abroad,20270405,Total,20137105,,true,A,2004-01-01,14.5
Zambia,52,Goal 8: Develop a global partnership for development,KN.1000070,Debt service as percentage of exports of goods and services and net income from abroad,20270405,Total,20137105,,true,A,2005-01-01,6.5
Zambia,52,Goal 8: Develop a global partnership for development,KN.1000070,Debt service as percentage of exports of goods and services and net income from abroad,20270405,Total,20137105,,true,A,2006-01-01,1.6
Zambia,52,Goal 8: Develop a global partnership for development,KN.1000070,Debt service as percentage of exports of goods and services and net income from abroad,20270405,Total,20137105,,true,A,2007-01-01,1.3
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1991-01-01,29.2
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1992-01-01,30.2
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1993-01-01,31.2
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1994-01-01,30.3
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1995-01-01,29.5
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1996-01-01,28.6
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1997-01-01,28.3
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1998-01-01,27.8
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1999-01-01,27.3
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2000-01-01,26.7
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2001-01-01,26.4
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2002-01-01,26
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2003-01-01,25.5
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2004-01-01,25.1
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2005-01-01,24.4
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2006-01-01,23.5
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2007-01-01,23.7
Sudan,46,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2008-01-01,23.4
Cameroon,7,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Total,20137105,,true,A,2001-01-01,60.2
Cameroon,7,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Total,20137105,,true,A,2007-01-01,59.8
Cameroon,7,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Total,20137105,,true,A,2008-01-01,59.8
Cape Verde,8,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,1990-01-01,70.4
Cape Verde,8,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2000-01-01,95
Cape Verde,8,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2001-01-01,95
Cape Verde,8,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2002-01-01,95
Cape Verde,8,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2003-01-01,95
Cape Verde,8,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2004-01-01,96
Cape Verde,8,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2005-01-01,95
Cape Verde,8,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2006-01-01,94
Cameroon,7,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,1991-01-01,80.5
Cameroon,7,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,2001-01-01,79.8
Cameroon,7,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,2007-01-01,74
Zimbabwe,53,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,1990-01-01,38
Zimbabwe,53,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2000-01-01,34
Zimbabwe,53,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2006-01-01,32
